id;timestamp;eventType;packageName;eventLabel
171;1767376172891;1;com.google.android.apps.nexuslauncher;APP_OPEN
172;1767376173444;2;com.focux.pulse;APP_CLOSE
173;1767376173709;16;android;SCREEN_OFF
174;1767376174195;2;com.google.android.apps.nexuslauncher;APP_CLOSE
175;1767376174365;17;android;LOCK
176;1767376178011;15;android;SCREEN_ON
177;1767376188012;16;android;SCREEN_OFF
178;1767376206856;15;android;SCREEN_ON
179;1767376208863;1;com.google.android.apps.nexuslauncher;APP_OPEN
180;1767376209312;18;android;UNLOCK
181;1767376211614;2;com.google.android.apps.nexuslauncher;APP_CLOSE
182;1767376211624;1;com.whatsapp;APP_OPEN
183;1767376238812;2;com.whatsapp;APP_CLOSE
184;1767376238814;1;com.whatsapp;APP_OPEN
185;1767376240571;1;com.google.android.apps.nexuslauncher;APP_OPEN
186;1767376241132;2;com.whatsapp;APP_CLOSE
187;1767376341093;2;com.google.android.apps.nexuslauncher;APP_CLOSE
188;1767376341097;1;com.whatsapp;APP_OPEN
189;1767376360964;2;com.whatsapp;APP_CLOSE
190;1767376360965;1;com.whatsapp;APP_OPEN
191;1767376361618;1;com.google.android.apps.nexuslauncher;APP_OPEN
192;1767376362030;2;com.google.android.apps.nexuslauncher;APP_CLOSE
193;1767376362557;1;com.google.android.apps.nexuslauncher;APP_OPEN
194;1767376363084;2;com.whatsapp;APP_CLOSE
195;1767376463704;16;android;SCREEN_OFF
196;1767376464177;2;com.google.android.apps.nexuslauncher;APP_CLOSE
197;1767376464334;17;android;LOCK
198;1767376506902;15;android;SCREEN_ON
199;1767376519258;16;android;SCREEN_OFF
200;1767376709195;15;android;SCREEN_ON
201;1767376711409;1;com.google.android.apps.nexuslauncher;APP_OPEN
202;1767376711828;18;android;UNLOCK
203;1767376712602;2;com.google.android.apps.nexuslauncher;APP_CLOSE
204;1767376712610;1;com.whatsapp;APP_OPEN
205;1767376735972;2;com.whatsapp;APP_CLOSE
206;1767376735976;1;com.whatsapp;APP_OPEN
207;1767376737791;2;com.whatsapp;APP_CLOSE
208;1767376737797;1;com.whatsapp;APP_OPEN
209;1767376740157;2;com.whatsapp;APP_CLOSE
210;1767376740159;1;com.whatsapp;APP_OPEN
211;1767376740195;2;com.whatsapp;APP_CLOSE
212;1767376740195;1;com.whatsapp;APP_OPEN
213;1767376760732;2;com.whatsapp;APP_CLOSE
214;1767376760733;1;com.whatsapp;APP_OPEN
215;1767376761585;1;com.google.android.apps.nexuslauncher;APP_OPEN
216;1767376762101;2;com.whatsapp;APP_CLOSE
217;1767376955618;16;android;SCREEN_OFF
218;1767376956147;2;com.google.android.apps.nexuslauncher;APP_CLOSE
219;1767376960673;17;android;LOCK
220;1767377098374;15;android;SCREEN_ON
221;1767377110560;16;android;SCREEN_OFF
222;1767377559493;15;android;SCREEN_ON
223;1767377562147;1;com.google.android.apps.nexuslauncher;APP_OPEN
224;1767377562574;18;android;UNLOCK
225;1767377574050;16;android;SCREEN_OFF
226;1767377574590;2;com.google.android.apps.nexuslauncher;APP_CLOSE
227;1767377574754;17;android;LOCK
228;1767377628780;15;android;SCREEN_ON
229;1767377638782;16;android;SCREEN_OFF
230;1767377686516;15;android;SCREEN_ON
231;1767377696518;16;android;SCREEN_OFF
232;1767377750173;15;android;SCREEN_ON
233;1767377751947;16;android;SCREEN_OFF
234;1767378066292;15;android;SCREEN_ON
235;1767378076286;16;android;SCREEN_OFF
236;1767378106731;15;android;SCREEN_ON
237;1767378107696;1;com.google.android.apps.nexuslauncher;APP_OPEN
238;1767378108137;18;android;UNLOCK
239;1767378108803;2;com.google.android.apps.nexuslauncher;APP_CLOSE
240;1767378108805;1;com.android.chrome;APP_OPEN
241;1767378196110;1;com.google.android.apps.nexuslauncher;APP_OPEN
242;1767378197222;2;com.android.chrome;APP_CLOSE
243;1767378197669;16;android;SCREEN_OFF
244;1767378198179;2;com.google.android.apps.nexuslauncher;APP_CLOSE
245;1767378198342;17;android;LOCK
246;1767378249243;15;android;SCREEN_ON
247;1767378250638;16;android;SCREEN_OFF
248;1767378318549;15;android;SCREEN_ON
249;1767378325192;1;com.google.android.apps.nexuslauncher;APP_OPEN
250;1767378325627;18;android;UNLOCK
251;1767378330324;2;com.google.android.apps.nexuslauncher;APP_CLOSE
252;1767378330327;1;com.whatsapp;APP_OPEN
253;1767378331824;1;com.google.android.apps.nexuslauncher;APP_OPEN
254;1767378332334;2;com.whatsapp;APP_CLOSE
255;1767378333115;16;android;SCREEN_OFF
256;1767378333623;2;com.google.android.apps.nexuslauncher;APP_CLOSE
257;1767378333775;17;android;LOCK
258;1767379479136;15;android;SCREEN_ON
259;1767379491165;16;android;SCREEN_OFF
260;1767379952158;15;android;SCREEN_ON
261;1767379953436;1;com.google.android.apps.nexuslauncher;APP_OPEN
262;1767379953885;18;android;UNLOCK
263;1767379954657;2;com.google.android.apps.nexuslauncher;APP_CLOSE
264;1767379954662;1;com.whatsapp;APP_OPEN
265;1767379975850;1;com.google.android.apps.nexuslauncher;APP_OPEN
266;1767379976401;2;com.whatsapp;APP_CLOSE
267;1767379976712;16;android;SCREEN_OFF
268;1767379977202;2;com.google.android.apps.nexuslauncher;APP_CLOSE
269;1767379977371;17;android;LOCK
270;1767380066194;15;android;SCREEN_ON
271;1767380067890;1;com.google.android.apps.nexuslauncher;APP_OPEN
272;1767380068308;18;android;UNLOCK
273;1767380069157;2;com.google.android.apps.nexuslauncher;APP_CLOSE
274;1767380069164;1;com.whatsapp;APP_OPEN
275;1767380090689;2;com.whatsapp;APP_CLOSE
276;1767380090690;1;com.whatsapp;APP_OPEN
277;1767380091566;2;com.whatsapp;APP_CLOSE
278;1767380091569;1;com.whatsapp;APP_OPEN
279;1767380092093;1;com.google.android.apps.nexuslauncher;APP_OPEN
280;1767380092635;2;com.whatsapp;APP_CLOSE
281;1767380092904;16;android;SCREEN_OFF
282;1767380093384;2;com.google.android.apps.nexuslauncher;APP_CLOSE
283;1767380093554;17;android;LOCK
284;1767381204632;15;android;SCREEN_ON
285;1767381206171;1;com.google.android.apps.nexuslauncher;APP_OPEN
286;1767381206624;18;android;UNLOCK
287;1767381208813;2;com.google.android.apps.nexuslauncher;APP_CLOSE
288;1767381208814;1;com.whatsapp;APP_OPEN
289;1767381209793;2;com.whatsapp;APP_CLOSE
290;1767381209794;1;com.whatsapp;APP_OPEN
291;1767381211155;1;com.google.android.apps.nexuslauncher;APP_OPEN
292;1767381211684;2;com.whatsapp;APP_CLOSE
293;1767381212655;16;android;SCREEN_OFF
294;1767381213143;2;com.google.android.apps.nexuslauncher;APP_CLOSE
295;1767381213328;17;android;LOCK
296;1767381223711;15;android;SCREEN_ON
297;1767381227337;16;android;SCREEN_OFF
298;1767381230377;15;android;SCREEN_ON
299;1767381232033;16;android;SCREEN_OFF
300;1767381237322;15;android;SCREEN_ON
301;1767381247324;16;android;SCREEN_OFF
302;1767381299371;15;android;SCREEN_ON
303;1767381300956;16;android;SCREEN_OFF
304;1767381315555;15;android;SCREEN_ON
305;1767381317101;16;android;SCREEN_OFF
306;1767382240801;15;android;SCREEN_ON
307;1767382241952;1;com.google.android.apps.nexuslauncher;APP_OPEN
308;1767382242380;18;android;UNLOCK
309;1767382243536;2;com.google.android.apps.nexuslauncher;APP_CLOSE
310;1767382243540;1;com.snapchat.android;APP_OPEN
311;1767382298051;1;com.google.android.apps.nexuslauncher;APP_OPEN
312;1767382298593;2;com.snapchat.android;APP_CLOSE
313;1767382298957;16;android;SCREEN_OFF
314;1767382299471;2;com.google.android.apps.nexuslauncher;APP_CLOSE
315;1767382299636;17;android;LOCK
316;1767382312560;15;android;SCREEN_ON
317;1767382322561;16;android;SCREEN_OFF
318;1767382409252;15;android;SCREEN_ON
319;1767382410682;1;com.google.android.apps.nexuslauncher;APP_OPEN
320;1767382411105;18;android;UNLOCK
321;1767382411958;2;com.google.android.apps.nexuslauncher;APP_CLOSE
322;1767382411959;1;com.snapchat.android;APP_OPEN
323;1767382427677;1;com.google.android.apps.nexuslauncher;APP_OPEN
324;1767382427939;2;com.snapchat.android;APP_CLOSE
325;1767382429206;2;com.google.android.apps.nexuslauncher;APP_CLOSE
326;1767382429209;1;com.instagram.android;APP_OPEN
327;1767382429722;2;com.instagram.android;APP_CLOSE
328;1767382429723;1;com.instagram.android;APP_OPEN
329;1767382453731;2;com.instagram.android;APP_CLOSE
330;1767382453734;1;com.instagram.android;APP_OPEN
331;1767382453774;2;com.instagram.android;APP_CLOSE
332;1767382453775;1;com.android.vending;APP_OPEN
333;1767382455649;2;com.android.vending;APP_CLOSE
334;1767382455650;1;com.instagram.android;APP_OPEN
335;1767382456188;2;com.instagram.android;APP_CLOSE
336;1767382456191;1;com.instagram.android;APP_OPEN
337;1767382456215;2;com.instagram.android;APP_CLOSE
338;1767382456216;1;com.android.vending;APP_OPEN
339;1767382457120;2;com.android.vending;APP_CLOSE
340;1767382457121;1;com.instagram.android;APP_OPEN
341;1767382466037;1;com.google.android.apps.nexuslauncher;APP_OPEN
342;1767382466822;2;com.instagram.android;APP_CLOSE
343;1767382466825;1;com.snapchat.android;APP_OPEN
344;1767382466863;2;com.google.android.apps.nexuslauncher;APP_CLOSE
345;1767382469407;1;com.google.android.apps.nexuslauncher;APP_OPEN
346;1767382469955;2;com.snapchat.android;APP_CLOSE
347;1767382470241;16;android;SCREEN_OFF
348;1767382470755;2;com.google.android.apps.nexuslauncher;APP_CLOSE
349;1767382470922;17;android;LOCK
350;1767382599785;15;android;SCREEN_ON
351;1767382600929;1;com.google.android.apps.nexuslauncher;APP_OPEN
352;1767382601360;18;android;UNLOCK
353;1767382604191;2;com.google.android.apps.nexuslauncher;APP_CLOSE
354;1767382604194;1;com.whatsapp;APP_OPEN
355;1767382607474;2;com.whatsapp;APP_CLOSE
356;1767382607476;1;com.whatsapp;APP_OPEN
357;1767382615094;2;com.whatsapp;APP_CLOSE
358;1767382615094;1;com.android.chrome;APP_OPEN
359;1767382615153;2;com.android.chrome;APP_CLOSE
360;1767382615156;1;com.android.chrome;APP_OPEN
361;1767382616982;2;com.android.chrome;APP_CLOSE
362;1767382616987;1;com.android.vending;APP_OPEN
363;1767382617032;2;com.android.vending;APP_CLOSE
364;1767382617042;1;com.android.vending;APP_OPEN
365;1767382621282;2;com.android.vending;APP_CLOSE
366;1767382621283;1;com.android.vending;APP_OPEN
367;1767382631479;2;com.android.vending;APP_CLOSE
368;1767382631481;1;com.android.vending;APP_OPEN
369;1767382640709;2;com.android.vending;APP_CLOSE
370;1767382640710;1;com.whatsapp;APP_OPEN
371;1767382641803;2;com.whatsapp;APP_CLOSE
372;1767382641804;1;com.whatsapp;APP_OPEN
373;1767382646204;1;com.google.android.apps.nexuslauncher;APP_OPEN
374;1767382646542;2;com.whatsapp;APP_CLOSE
375;1767382647455;2;com.google.android.apps.nexuslauncher;APP_CLOSE
376;1767382647456;1;com.instagram.android;APP_OPEN
377;1767382720955;1;com.google.android.apps.nexuslauncher;APP_OPEN
378;1767382721423;2;com.google.android.apps.nexuslauncher;APP_CLOSE
379;1767382721541;2;com.instagram.android;APP_CLOSE
380;1767382721546;1;com.google.android.googlequicksearchbox;APP_OPEN
381;1767382753420;2;com.google.android.googlequicksearchbox;APP_CLOSE
382;1767382753692;1;com.google.android.apps.maps;APP_OPEN
383;1767382763544;2;com.google.android.apps.maps;APP_CLOSE
384;1767382763547;1;com.google.android.googlequicksearchbox;APP_OPEN
385;1767382764409;1;com.google.android.apps.nexuslauncher;APP_OPEN
386;1767382764544;1;com.instagram.android;APP_OPEN
387;1767382764711;2;com.google.android.apps.nexuslauncher;APP_CLOSE
388;1767382764712;2;com.google.android.googlequicksearchbox;APP_CLOSE
389;1767382803047;1;com.google.android.apps.nexuslauncher;APP_OPEN
390;1767382803600;2;com.instagram.android;APP_CLOSE
391;1767382803813;16;android;SCREEN_OFF
392;1767382804294;2;com.google.android.apps.nexuslauncher;APP_CLOSE
393;1767382804459;17;android;LOCK
394;1767382881584;15;android;SCREEN_ON
395;1767382883043;1;com.google.android.apps.nexuslauncher;APP_OPEN
396;1767382883473;18;android;UNLOCK
397;1767382884453;2;com.google.android.apps.nexuslauncher;APP_CLOSE
398;1767382884456;1;com.snapchat.android;APP_OPEN
399;1767382889010;1;com.google.android.apps.nexuslauncher;APP_OPEN
400;1767382889560;2;com.snapchat.android;APP_CLOSE
401;1767382889731;16;android;SCREEN_OFF
402;1767382890203;2;com.google.android.apps.nexuslauncher;APP_CLOSE
403;1767382890368;17;android;LOCK
404;1767382993313;15;android;SCREEN_ON
405;1767382994699;1;com.google.android.apps.nexuslauncher;APP_OPEN
406;1767382995135;18;android;UNLOCK
407;1767382996805;2;com.google.android.apps.nexuslauncher;APP_CLOSE
408;1767382996806;1;com.whatsapp;APP_OPEN
409;1767383000312;1;com.google.android.apps.nexuslauncher;APP_OPEN
410;1767383000888;2;com.whatsapp;APP_CLOSE
411;1767383001361;16;android;SCREEN_OFF
412;1767383001872;2;com.google.android.apps.nexuslauncher;APP_CLOSE
413;1767383002033;17;android;LOCK
414;1767383110677;15;android;SCREEN_ON
415;1767383111818;1;com.google.android.apps.nexuslauncher;APP_OPEN
416;1767383112248;18;android;UNLOCK
417;1767383113583;2;com.google.android.apps.nexuslauncher;APP_CLOSE
418;1767383113585;1;com.whatsapp;APP_OPEN
419;1767383115653;2;com.whatsapp;APP_CLOSE
420;1767383115657;1;com.whatsapp;APP_OPEN
421;1767383127440;2;com.whatsapp;APP_CLOSE
422;1767383127441;1;com.whatsapp;APP_OPEN
423;1767383132020;1;com.google.android.apps.nexuslauncher;APP_OPEN
424;1767383132385;2;com.whatsapp;APP_CLOSE
425;1767383133212;2;com.google.android.apps.nexuslauncher;APP_CLOSE
426;1767383133213;1;com.instagram.android;APP_OPEN
427;1767383135304;1;com.google.android.apps.nexuslauncher;APP_OPEN
428;1767383135762;2;com.google.android.apps.nexuslauncher;APP_CLOSE
429;1767383165742;1;com.google.android.apps.nexuslauncher;APP_OPEN
430;1767383166285;2;com.instagram.android;APP_CLOSE
431;1767383166847;16;android;SCREEN_OFF
432;1767383167334;2;com.google.android.apps.nexuslauncher;APP_CLOSE
433;1767383167516;17;android;LOCK
434;1767383387261;15;android;SCREEN_ON
435;1767383389163;1;com.google.android.apps.nexuslauncher;APP_OPEN
436;1767383389575;18;android;UNLOCK
437;1767383392436;16;android;SCREEN_OFF
438;1767383392937;2;com.google.android.apps.nexuslauncher;APP_CLOSE
439;1767383393106;17;android;LOCK
440;1767383472432;15;android;SCREEN_ON
441;1767383473347;16;android;SCREEN_OFF
442;1767383568895;15;android;SCREEN_ON
443;1767383569650;1;com.google.android.apps.nexuslauncher;APP_OPEN
444;1767383570068;18;android;UNLOCK
445;1767383571786;2;com.google.android.apps.nexuslauncher;APP_CLOSE
446;1767383571788;1;com.whatsapp;APP_OPEN
447;1767383573861;2;com.whatsapp;APP_CLOSE
448;1767383573864;1;com.whatsapp;APP_OPEN
449;1767383583905;2;com.whatsapp;APP_CLOSE
450;1767383583906;1;com.whatsapp;APP_OPEN
451;1767383585695;1;com.google.android.apps.nexuslauncher;APP_OPEN
452;1767383586233;2;com.whatsapp;APP_CLOSE
453;1767383586362;16;android;SCREEN_OFF
454;1767383586854;2;com.google.android.apps.nexuslauncher;APP_CLOSE
455;1767383587025;17;android;LOCK
456;1767383664404;15;android;SCREEN_ON
457;1767383666683;16;android;SCREEN_OFF
458;1767383895525;15;android;SCREEN_ON
459;1767383898515;16;android;SCREEN_OFF
460;1767383939030;15;android;SCREEN_ON
461;1767383951649;16;android;SCREEN_OFF
462;1767384048013;1;com.google.android.dialer;APP_OPEN
463;1767384048014;15;android;SCREEN_ON
464;1767384048042;2;com.google.android.dialer;APP_CLOSE
465;1767384048050;1;com.google.android.dialer;APP_OPEN
466;1767384070439;2;com.google.android.dialer;APP_CLOSE
467;1767384070444;1;com.google.android.apps.nexuslauncher;APP_OPEN
468;1767384070473;2;com.google.android.apps.nexuslauncher;APP_CLOSE
469;1767384080774;16;android;SCREEN_OFF
470;1767384174569;15;android;SCREEN_ON
471;1767384175943;1;com.google.android.apps.nexuslauncher;APP_OPEN
472;1767384176399;18;android;UNLOCK
473;1767384178753;2;com.google.android.apps.nexuslauncher;APP_CLOSE
474;1767384178755;1;com.google.android.dialer;APP_OPEN
475;1767384178783;2;com.google.android.dialer;APP_CLOSE
476;1767384178787;1;com.google.android.apps.nexuslauncher;APP_OPEN
477;1767384178849;2;com.google.android.apps.nexuslauncher;APP_CLOSE
478;1767384178853;1;com.google.android.dialer;APP_OPEN
479;1767384192688;2;com.google.android.dialer;APP_CLOSE
480;1767384192696;1;com.google.android.apps.nexuslauncher;APP_OPEN
481;1767384214755;2;com.google.android.apps.nexuslauncher;APP_CLOSE
482;1767384214759;1;com.google.android.dialer;APP_OPEN
483;1767384232891;2;com.google.android.dialer;APP_CLOSE
484;1767384232896;1;com.google.android.apps.nexuslauncher;APP_OPEN
485;1767384337573;16;android;SCREEN_OFF
486;1767384338148;2;com.google.android.apps.nexuslauncher;APP_CLOSE
487;1767384342980;17;android;LOCK
488;1767384358836;15;android;SCREEN_ON
489;1767384361771;1;com.google.android.apps.nexuslauncher;APP_OPEN
490;1767384362214;18;android;UNLOCK
491;1767384363701;2;com.google.android.apps.nexuslauncher;APP_CLOSE
492;1767384363701;1;com.whatsapp;APP_OPEN
493;1767384364243;2;com.whatsapp;APP_CLOSE
494;1767384364245;1;com.whatsapp;APP_OPEN
495;1767384364959;2;com.whatsapp;APP_CLOSE
496;1767384364960;1;com.whatsapp;APP_OPEN
497;1767384365507;1;com.google.android.apps.nexuslauncher;APP_OPEN
498;1767384366041;2;com.whatsapp;APP_CLOSE
499;1767384485486;16;android;SCREEN_OFF
500;1767384486032;2;com.google.android.apps.nexuslauncher;APP_CLOSE
501;1767384490536;17;android;LOCK
502;1767384606734;15;android;SCREEN_ON
503;1767384616725;16;android;SCREEN_OFF
504;1767384619120;15;android;SCREEN_ON
505;1767384620749;1;com.google.android.apps.nexuslauncher;APP_OPEN
506;1767384621169;18;android;UNLOCK
507;1767384624348;2;com.google.android.apps.nexuslauncher;APP_CLOSE
508;1767384624352;1;com.snapchat.android;APP_OPEN
509;1767384730258;1;com.google.android.apps.nexuslauncher;APP_OPEN
510;1767384730346;2;com.google.android.apps.nexuslauncher;APP_CLOSE
511;1767384740450;1;com.google.android.apps.nexuslauncher;APP_OPEN
512;1767384741347;2;com.snapchat.android;APP_CLOSE
